TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,347,347,PA,Iona National Park,Parque Nacional do Iona,National Park,National Park,National,II,Not Applicable,Terrestrial,25.28,14.2664841285627,15150,15174.4405573639,Not Applicable,0,Designated,1964,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1822,AGO,AGO,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,348,348,PA,Quiçãma National Park,Parque Nacional da Quiçama,National Park,National Park,National,II,Not Applicable,Terrestrial,28.44,1.64406174323456,9960,9229.34584399058,Not Applicable,0,Designated,1957,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1822,AGO,AGO,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,349,349,PA,Cameia National Park,Parque Nacional da Cameia,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,14450,14510.1191857463,Not Applicable,0,Designated,1938,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1822,AGO,AGO,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,350,350,PA,Bicuar National Park,Parque Nacional do Bicuar,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,7900,6751.98640050913,Not Applicable,0,Designated,1964,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1822,AGO,AGO,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,351,351,PA,Cangandala National Park,Parque Nacional da Cangandala,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,630,637.915439787998,Not Applicable,0,Designated,1970,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1822,AGO,AGO,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,597,597,PA,Boucle de la Pendjari,Boucle de la Pendjari,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,2755,2827.02310387161,Not Applicable,0,Designated,1961,Not Reported,Not Applicable,State,Not Applicable,Not Reported,Not Reported,State Verified,6,BEN,BEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,600,600,PA,Chobe,Chobe,National Park,National Park,National,Ib,Not Applicable,Terrestrial,0,0,11000,10505.3946120993,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of Wildlife and National Parks,Not Reported,State Verified,1738,BWA,BWA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,601,601,PA,Nxai Pan,Nxai Pan,National Park,National Park,National,Ib,Not Applicable,Terrestrial,0,0,2576,2589.36342713423,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of Wildlife and National Parks,Not Reported,State Verified,1738,BWA,BWA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,606,606,PA,Bouba Ndjida,Bouba Ndjida,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,2200,2115.47176412852,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,Available 2010,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,607,607,PA,Bénoué,Bénoué,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1800,1980.33686048121,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State/WWF,Available 2002,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,608,608,PA,Waza,Waza,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1700,1407.06644849597,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,Yes,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,609,609,PA,Kalamaloué,Kalamaloué,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,45,66.9469822618457,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,No,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,610,610,PA,Mozogo Gokoro,Mozogo Gokoro,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,14,17.2488556784734,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,No,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,639,639,PA,Bamingui-Bangoran,Bamingui-Bangoran,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,11191.1,11191.1734540481,Not Applicable,0,Designated,1933,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1961,CAF,CAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,641,641,PA,Zakouma,Zakouma,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,3000,3042.70354799615,Not Applicable,0,Designated,1963,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1965,TCD,TCD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,642,642,PA,Manda,Manda,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1140,951.015251325077,Not Applicable,0,Designated,1969,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1965,TCD,TCD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,643,643,PA,Parc National d'Odzala Kokoua,Odzala Kokoua,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,13546,13603.5505605404,Not Applicable,0,Designated,2001,Collaborative governance,Not Reported,State,Not Applicable,ACFAP/APN,Yes,State Verified,1958,COG,COG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,652,652,PA,Awash,Awash,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,590,582.061314104741,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ethiopian Wildlife Conservation Authority (EWCA),Not Reported,State Verified,1930,ETH,ETH,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,653,653,PA,Simien Mountains,Simien Mountains,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,412,486.177377392214,Not Applicable,0,Designated,1959,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ethiopian Wildlife Conservation Authority (EWCA),Not Reported,State Verified,1930,ETH,ETH,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,666,666,PA,Reserve Présidentielle Wonga Wongué,Reserve Présidentielle Wonga Wongué,Reserve presidentielle,Presidential reserve,National,Not Reported,Not Applicable,Terrestrial,0,17.8021163732961,4265,4259.88986641294,Not Applicable,0,Designated,1972,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Présidence de la République Gabonaise,No,State Verified,1959,GAB,GAB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,669,669,PA,Mole,Mole,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,4575.5,4739.78640001451,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Wildlife Division,Management plan is implemented and available,State Verified,1972,GHA,GHA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,670,670,PA,Digya,Digya,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,3478.3,2771.42348887691,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Wildlife Division,Management plan is implemented and available,State Verified,1972,GHA,GHA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,671,671,PA,Bui,Bui,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,1858.53293,1859.80363128859,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Wildlife Division,Management plan is not available,State Verified,1972,GHA,GHA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,672,672,PA,Bia National Park,Bia National Park,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,78,314.262481824173,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Wildlife Division,Management plan is implemented and available,State Verified,1972,GHA,GHA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,721,721,PA,Parc national de Taï,Parc national de Taï,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,5081.86,5080.52972695524,Not Applicable,0,Designated,1972,Government-delegated management,Not Applicable,State,Not Applicable,Office Ivoirien des Parcs et Réserves,Management plan is updated and implented,State Verified,1826,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,722,722,PA,Parc national de la Marahoué,Parc national de la Marahoué,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1029.2363,1029.23710077307,Not Applicable,0,Designated,1968,Government-delegated management,Not Applicable,State,Not Applicable,Office Ivoirien des Parcs et Réserves,Not Ready,State Verified,1826,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,723,723,PA,Parc national du Mont Sangbé,Parc national du Mont Sangbé,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,975.54,975.432276651896,Not Applicable,0,Designated,1976,Government-delegated management,Not Applicable,State,Not Applicable,Office Ivoirien des Parcs et Réserves,Not Ready,State Verified,1826,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,724,724,PA,Parc national du Mont Péko,Parc national du Mont Péko,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,340,302.366047540552,Not Applicable,0,Designated,1968,Government-delegated management,Not Applicable,State,Not Applicable,Office Ivoirien des Parcs et Réserves,Not Ready,State Verified,1826,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,725,725,PA,Parc national du Banco,Parc national du Banco,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,34.38,34.3993405782653,Not Applicable,0,Designated,1953,Government-delegated management,Not Applicable,State,Not Applicable,Office Ivoirien des Parcs et Réserves,Existing,State Verified,1826,CIV,CIV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,752,752,PA,Tsavo East,Tsavo East,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,11747,13380.5267638107,Not Applicable,0,Designated,1948,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,753,753,PA,Marsabit,Marsabit,National Reserve,National Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,1122,1384.63314245923,Not Applicable,0,Proposed,1967,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,754,754,PA,Sibiloi,Sibiloi,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,1570,1542.56177114756,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,755,755,PA,Meru,Meru,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,870,871.325658314517,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,756,756,PA,Aberdare,Aberdare,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,765.7,772.315059351172,Not Applicable,0,Designated,1950,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,757,757,PA,Mt. Kenya,Mt. Kenya,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,715,593.493588417205,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,758,758,PA,Amboseli,Amboseli,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,392,387.442626184707,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,759,759,PA,Shimba Hills,Shimba Hills,National Reserve,National Reserve,National,II,Not Applicable,Terrestrial,0,0,192.51,193.48992434591,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,760,760,PA,Mt. Elgon,Mt. Elgon,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,169,157.997351785738,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,761,761_1,PA,Nairobi,Nairobi,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,117,116.312989314521,Not Applicable,0,Designated,1946,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,761,761_2,PA,Nairobi,Nairobi,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,8.09,9.62593777829837,Not Applicable,0,Designated,2020,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,762,762,PA,Lake Nakuru,Lake Nakuru,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,188,190.35758186164,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,763,763,PA,Kisite,Kisite,Marine National Park,Marine National Park,National,II,Not Applicable,Marine,28,26.135777147609,28,27.8380768117346,All ,28,Designated,1978,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,764,764,PA,Ol Donyo Sabuk,Ol Donyo Sabuk,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,18,20.5855998519509,Not Applicable,0,Designated,1967,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,765,765,PA,Malindi,Malindi,Marine National Park,Marine National Park,National,II,Not Applicable,Coastal,6,6.00720631967007,6,6.84133647265643,Not Reported,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,779,779,PA,Nyika National Park,Nyika National Park,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,3092.32096,3094.12731884085,Not Applicable,0,Designated,1965,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Group (Department of National Parks and Wildlife),Available,State Verified,1917,MWI,MWI,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,780,780,PA,Kasungu National Park,Kasungu National Park,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,2358.623436,2360.49900903589,Not Applicable,0,Designated,1970,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Group (Department of National Parks and Wildlife),Available,State Verified,1917,MWI,MWI,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,797,797,PA,Banc d'Arguin,Banc d'Arguin,National Park,National Park,National,II,Not Applicable,Coastal,6245,6377.51509302641,12075,11875.575245171,Not Reported,0,Designated,1978,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2122,MRT,MRT,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,799,799,PA,Banhine,Banhine,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,7250,7255.81763743998,Not Applicable,0,Designated,1973,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),http://www.biofund.org.mz/wp-content/uploads/2018/11/1541759800-Plano%20de%20Maneio%20de%20Banhine%20Final%202010.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,800,800,PA,Zinave,Zinave,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,4000,4091.74589106856,Not Applicable,0,Designated,1973,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),http://www.anac.gov.mz/wp-content/uploads/2017/07/Plano-de-Maneio-do-Zinave.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,801,801_1,PA,Gorongosa,Gorongosa,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,4086,3675.33112509113,Not Applicable,0,Designated,1960,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),https://www.gorongosa.org/sites/default/files/research/br_aprovacao_plano_de_maneio_do_png_jul_2016.png_.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,801,801_2,PA,Gorongoza,Gorongoza,Zona Tampao,Buffer Zone,National,VI,Not Applicable,Terrestrial,0,0,0,9446.43677224974,Not Applicable,0,Designated,2010,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),Not Reported,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,801,801_3,PA,Serra da Gorongosa,Serra da Gorongosa,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,0,367.104203817017,Not Applicable,0,Designated,1960,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),https://www.gorongosa.org/sites/default/files/research/br_aprovacao_plano_de_maneio_do_png_jul_2016.png_.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,802,802,PA,Bazaruto,Bazaruto,Parque Nacional,National Park,National,II,Not Applicable,Marine,1430,1218.8359756715,1430,1228.44516395513,Not Reported,0,Designated,1971,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),http://www.anac.gov.mz/wp-content/uploads/2017/07/Plano-de-Maneio-de-Bazaruto.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,818,818,PA,Parc National du W du W du Niger,Parc National du W du W du Niger,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,2200,2193.96169727625,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"Direction de la Faune, de la Chasse et des Parcs et Réserves (DFC/PR) et Unité de Gestion de l'Aire Protégée (UGAP)","Management plan is implemented and available, www.pag.parc w-niger",State Verified,1818,NER,NER,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,819,819,PA,Kainji Lake,Kainji Lake,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,5380,5824.45366174184,Not Applicable,0,Designated,1979,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Not Reported,Not Reported,Not Reported,212,NGA,NGA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,862,862,PA,Akagera,Akagera,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1121.93,1020.15007346929,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1963,RWA,RWA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,863,863,PA,Volcans,Volcans,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,160,162.518849219775,Not Applicable,0,Designated,1929,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1963,RWA,RWA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,865,865,PA,Parc national du Niokolo-Koba,Parc National du Niokolo Koba,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,9130,8426.8806035701,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Direction des Parcs Nationaux,Plan de Gestion du Parc National du Niokolo Koba 2019-2023 Ministere de l'environnement et du developpement durable,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,866,866,PA,Delta du Saloum,Delta du Saloum,Parc National,National Park,National,II,Not Applicable,Coastal,760,612.72846506256,760,760.885771206757,All ,760,Designated,1976,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Direction des Parcs Nationaux,Plan de Gestion du Parc National du Delta du Saloum 2010-2014,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,867,867,PA,Parc National des Oiseaux du Djoudj,Parc National des Oiseaux du Djoudj,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,160,239.675567019326,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Direction des Parcs Nationaux,Plan de Gestion du Parc National des Oiseaux du Djoudj 2017-2021,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,868,868,PA,Basse Casamance,Basse-Casamance,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,3.26989702729186,50,80.646830323934,Not Applicable,0,Designated,0,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Direction des Parcs Nationaux,Not Reported,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,869,869,PA,Langue de Barbarie,Parc National de la Langue de Barbarie,Parc National,National Park,National,II,Not Applicable,Coastal,20,2.79392671476536,20,20.0603329898209,All ,20,Designated,0,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Direction des Parcs Nationaux,Plan de Gestion du Parc National de la Langue de Barbarie 2010-2014,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,870,870,PA,Iles de la Madeleine,Iles de la Madeleine,Parc National,National Park,National,II,Not Applicable,Coastal,0.45,0.309282724173723,0.45,0.448062582351728,All ,0.45,Designated,0,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Direction des Parcs Nationaux,Plan de Gestion du Parc National des Iles de la Madeleine 2010-2014,State Verified,1948,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,873,873,PA,Kruger National Park,Kruger National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,19169.1535952,19171.613005795,Not Applicable,0,Designated,1926,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,874,874,PA,Kalahari Gemsbok National Park,Kalahari Gemsbok National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,9589.55936225,9589.55020962026,Not Applicable,0,Designated,1931,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,875,875,PA,Addo Elephant National Park,Addo-Elephant National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,1.94580809517312,1538.281432,1538.27732382899,Not Applicable,0,Designated,1931,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,876,876,PA,Karoo National Park,Karoo National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,844.692441624,844.696538290692,Not Applicable,0,Designated,1979,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,877,877,PA,Mountain Zebra National Park,Mountain Zebra National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,202.471536609,202.47248934613,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,878,878,PA,Augrabies Falls National Park,Augrabies Falls National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,493.541413691,493.537407102086,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,879,879,PA,Golden Gate Highlands National Park,Golden Gate Highlands National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,327.5772775,327.577277573218,Not Applicable,0,Designated,1963,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,881,881,PA,Garden Route National Park,Garden Route National Park,National Park,National Park,National,Not Reported,Not Applicable,Coastal,0,309.024360409515,1257.88481077,1257.88700275054,Not Reported,0,Designated,1964,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,882,882,PA,Bontebok National Park,Bontebok National Park,National Park,National Park,National,Not Reported,Not Applicable,Terrestrial,0,0,34.1373344185,34.1373592260438,Not Applicable,0,Designated,1961,Federal or national ministry or agency,Not Applicable,State,Not Applicable,South African National Parks,Not Reported,State Verified,1840,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,883,883,PA,Namib-Naukluft,Namib-Naukluft,National Park,National Park,National,II,Not Applicable,Terrestrial,18.64,2.52872355022578,50766,50766.1524856435,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1821,NAM,NAM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,884,884,PA,Etosha,Etosha,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,22941,22941.3925178309,Not Applicable,0,Designated,1975,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1821,NAM,NAM,Not Applicable,Not Applicable,Not Reported,Not Applicable
